role,name,location,post_time,description,level,job_type,job_func,industry,url
Chubb Summer Internship Program (Underwriting & Claims),Chubb,"Calgary, Alberta, Canada",2023-08-16,"Job Requirements

ABOUT THE CHUBB SUMMER INTERNSHIP PROGRAM:

The internship program provides students with a well-rounded knowledge of the insurance industry in a practical environment. Students can expect to gain industry knowledge and hands-on experience while building professional relationships. Our summer training program offers you the opportunity to explore career paths in insurance while developing underwriting, leadership, and personal effectiveness skills. As part of this program, you will receive:


Throughout your internship, you will be exposed to Chubb’s developmental approach and on-the-job training designed to help you hone your skills and abilities. Overall, your training will never stop at Chubb.

WHY STUDENTS CHOOSE CHUBB’S INTERNSHIP PROGRAM:


DEPARTMENT OVERVIEWS:

Commercial Insurance

Our Commercial Insurance team underwrites and sells a broad range of products and segment specific solutions to a select group of companies, including Energy (oil and gas, mining, hydroelectric), Life Sciences (pharmaceutical, medical device), Technology and Clean Tech, Manufacturing, Entertainment (film, television, and concert production) and more. Chubb offers protection that covers their property, general liability, and automobile insurance needs.

Financial Lines

Our Financial Lines team provides protection for risks such as Professional Liability, Cyber, Directors and Officers Liability, Kidnap & Random, Commercial Crime, Employment Practices Liability, and Fiduciary Liability. Financial Lines underwriters have exposure to organizations of various sizes and industries. Ranging from mining companies and not-for-profit entities in Management Liability, to professionals services firms and media organizations in Professional Liability, to banks, stockbrokers, and mutual fund companies in Financial Institutions, our underwriters are on the cutting edge of technology and business trends.

Personal Risk Services

Our Personal Risk Services team offers an array of property and casualty insurance products for successful individuals and families. From rare objects to fine art to classic cars, our Personal Risk Services team takes great pride in offering a seamless client experience and superior protection for our clients’ most valuable possessions. Our customers include many of the most affluent families in the world, CEOs, and top art collectors.

Major Accounts

Our Major Accounts team specializes in meeting the risk management needs of large U.S. and Canadian-based companies that require tailored solutions. Chubb’s Major Accounts customers generally have revenue of over $750M and employ a risk manager or risk management program run by Corporate Finance or General Counsel. In addition, our Major Accounts underwriters often deal with companies with locations worldwide, developing global expertise in regulation, loss assessment, mitigation, and claims handling.

Accident & Health

Our Accident & Health (A&H) division has consistently and reliably helped protect large and small businesses, professional practices, schools and colleges, financial institutions, membership associations, civic, church and non-profit organizations, and individuals alike. This team demonstrates an exceptional ability for flexible, fast and creative collaboration with policyholders. A&H offers insurance solutions to our clients and their employees, members, customers and individuals should they be involved in an accident or business travel-related emergency.

Claims

At Chubb, we believe the true measure of an insurance carrier is how it responds to and manages your claim. Our Claims professionals are committed to delivering a superior claims experience by demonstrating integrity, empathy, promptness, expertise, and fairness – treating each customer the way we would like to be treated if we were to experience the same loss. By joining our Claims team, you will work with a diverse group of customer service-oriented professionals and play an important role in managing and resolving a broad range of claims.




Please combine your resume, cover letter and unofficial transcript in one document when uploading your application.",Internship,Internship,Finance and Sales,Insurance,https://ca.linkedin.com/jobs/view/chubb-summer-internship-program-underwriting-claims-at-chubb-3696217058?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=uyYy0UWu%2FT9FW3WlllZn0A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Sales Solution Specialist: Internship Opportunities,Microsoft,"Calgary, Alberta, Canada",2023-09-01,"Come build community, explore your passions and do your best work at Microsoft with thousands of University interns from every corner of the world. This opportunity will allow you to bring your aspirations, talent, potential—and excitement for the journey ahead.

A Sales Solution Specialist discovers and qualifies new leads; drives consumption with new and exisiting customers. Identifies market and customer needs and collaborates with internal teams to devise solutions to meet those needs. Orchestrates deals across multiple stakeholder groups including partners. Positions Microsoft solutions in competitive landscape through research and collaboration; utilizes industry expertise to differentiate Microsoft solutions. Develops and manages pipeline for territory and forecasts resource needs; meets with customers on site to deepen relationships and solution development.

At Microsoft, Interns work on real-world projects in collaboration with teams across the world, while having fun along the way. You’ll be empowered to build community, explore your passions and achieve your goals. This is your chance to bring your solutions and ideas to life while working on cutting-edge technology.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond











Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Not Applicable,Internship,Sales,Software Development,https://ca.linkedin.com/jobs/view/sales-solution-specialist-internship-opportunities-at-microsoft-3703166499?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=vmNL%2BeXyirG7naLVPHPydw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Operations Management Intern - Grain Handling,Cargill,"Camrose, Alberta, Canada",2023-08-18,"Want to build a stronger, more sustainable future and cultivate your career? Join Cargill's global team of 160,000 employees who use new technologies, dynamic insights and over 154 years of experience to connect farmers with markets, customers with ingredients, and people and animals with the food they need to thrive.


All candidates must complete Cargill’s online application prior to interviewing. Below you will find a link that will direct you to complete the application for this position. To be considered for employment with Cargill, you must apply online and complete the entire application process, along with an e-signature. Please complete your application as soon as possible.

Please note, applications will be reviewed on an ongoing basis with the possibility of filling the role before the application deadline. Please submit your application as soon as possible, so it may be reviewed to be considered for the position.



Our internships are designed to prepare you for your career journey, not a final destination. When you join our team, you are welcomed into a community committed to providing you with a safe environment to learn, grow and cultivate your skills. With our expansive learning resources, our well-respected leaders, and our carefully curated development courses, you will be equipped to confidently solve tomorrow's global issues. And, truthfully, our future relies on you. Your innovative minds, your intentional collaboration, and your sincere desire to nourish the world. Your work may be local, but at Cargill, your impact will be global. Join our community to cultivate your curiosity, develop meaningful relationships and propel your career.


As an Operations Management Intern, you will gain exposure to the workflow of plant and/or distribution operations. You will be given a project to improve a facet of the current operation, have the opportunity to use the skills you have gained in the classroom to a real life setting, and have the ability to tackle additional projects that interest you. Additionally, Interns will be exposed to a number of areas to learn skills and gain knowledge vital to succeed in an operations leadership role, including but not limited to:



The Operations Management Intern role is a training role that will prepare you for the plant Operations Management Associate role. Internships are typically 16 weeks long, enabling you to become familiar with the workflow of plant operations giving you learning and shadowing opportunities across plant teams and departments. During the internship you will seek real challenges, cultivate your curiosity, have client exposure, enjoy both personal and team accomplishments and have your initiative acknowledged along the way. You will be exposed to a number of areas to learn skills and gain knowledge vital to succeed in an operations leadership role, such as:







No matter who you are or where you are, we have resources to meet your needs. As an intern, you’ll have access to a wide variety of programs to support you and help you Eligible programs and incentives include:



Your development is our priority. With our outstanding global network, you will establish relationships, acquire mentors, and build your professional contacts. Our program encourages and orchestrates networking opportunities that will benefit you now and in your future career. During the internship, you will also receive consistent support from university recruiting staff, mentors, colleagues, and your supervisor.


At Cargill, you will be a part of our vibrant global community with a culture that celebrates diversity. This is a reflection of the clients we serve and generates an intellectually diverse set of employees. Business Resource Groups (BRGs) help us embrace our diversity, make our culture more inclusive and enhance our employees’ outstanding talents and perspectives to benefit our organization and employees.







Cargill is an equal opportunity employer and committed to providing accommodation to our job applicants with disabilities.",Internship,Internship,"Distribution, Supply Chain, and Customer Service","Food and Beverage Services, Chemical Manufacturing, and Food and Beverage Manufacturing",https://ca.linkedin.com/jobs/view/operations-management-intern-grain-handling-at-cargill-3698135895?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=ob5m%2BvPzhe9aycYFceK5qw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Technical Field Intern,Syngenta,"Edmonton, Alberta, Canada",2023-08-31,"Job Description

About Us

We invite you to help us shape the future of agriculture. At Syngenta, we believe every employee has a role to play in safely feeding the world and taking care of our planet. To support that challenge, the team is currently seeking a , to be based in Edmonton Alberta. As a Technical Field Intern, you will help support the commercial evaluation of crop protection technologies and digital ag tools.



April 2024 - December 2024







Syngenta is an Equal Opportunity Employer and does not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, gender identity, marital or veteran status, disability, or any other legally protected status.


If you need assistance during the application process, please contact the Service Desk at recruitment.na@syngenta.com

Syngenta Canada welcomes applications from all qualified candidates and is able to accommodate persons with disabilities. For more information about accommodation during any stage of the recruitment process or if you would like more information on our accommodation policies, please contact recruitment.na@syngenta.com",Mid-Senior level,Internship,Sales,Chemical Manufacturing,https://ca.linkedin.com/jobs/view/technical-field-intern-at-syngenta-3706716384?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=XxauWsuaDwkHX2Qy4rDwDw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Information Services Internship,CPKC,"Calgary, Alberta, Canada",2023-09-01,,,,,,https://ca.linkedin.com/jobs/view/information-services-internship-at-cpkc-3710102566?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=1skQ285rXdBZj570uvVbzw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Operations Management Intern - Grain Handling,Cargill,"Vermilion, Alberta, Canada",2023-08-18,,,,,,https://ca.linkedin.com/jobs/view/operations-management-intern-grain-handling-at-cargill-3698138509?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=drRnSS6wcd2ph%2BBqayj2Dg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Brewery Intern,Labatt Breweries of Canada,"Edmonton, Alberta, Canada",2023-08-29,"Dreaming big is in our DNA. It’s who we are as a company. It’s our culture. It’s our heritage. And more than ever, it’s our future. A future where we’re always looking forward. Always serving up new ways to meet life’s moments. A future where we keep dreaming bigger. We look for people with passion, talent, and curiosity, and provide them with the teammates, resources and opportunities to unleash their full potential. The power we create together – when we combine your strengths with ours – is unstoppable. Are you ready to join a team that dreams as big as you do?


Founded over 175 years ago, Labatt is one of Canada’s founding businesses and its leading brewer. We are proud of our history and our heritage in Canada, and we remain committed to brewing great-tasting, high-quality beers that have satisfied beer drinkers for generations. Labatt has created exciting experiences with consumers through iconic brands like Budweiser, Bud Light, NÜTRL, Michelob Ultra, Corona, Stella Artois and many more. Through our broad portfolio, we are truly a national brewer, with over 3,600 employees, a portfolio of more than 60 quality beers and beyond, and 10 breweries from coast-to-coast, we are proud to serve Canada and the communities we call home.


The Brewery Trainee Internship is an intensive 4 month program that attracts the brightest, most driven individuals who can take on challenging projects. A Brewery Trainee Intern will work directly with our Supply group. Our Supply group is responsible for brewing, packaging and shipping the famous Budweiser beer. Paramount to everything they do, commitment is to safety and social responsibility. 99.8% of everything that enters our breweries if either completely used in the process or recycled. We also dedicate those big, high-speed lines to help our communities during time of disaster by packaging cans of emergency drinking water. Our customers expect the best and the Supply team provides it.

We are looking for candidates who are in it for the long-haul. This internship could lead you to an opportunity to join us full-time after you graduate into one of our full-time trainee programs. These include, but are not limited to, our Global Management Trainee Program, Supply Chain Trainee Program, Brewery Trainee Program, and TechnologyTrainee Program.







As one of Canada’s Top 100 Employers, Labatt is a place where our people can bring out the best in themselves through a collective purpose of creating A Future With More Cheers. We are always looking to serve up new ways to meet life’s moments, dream big to move our industry forward, and make a meaningful impact in our communities. We believe in brewing up a future that everyone can celebrate and share.


At Labatt Breweries of Canada, we are an equal opportunities employer and we are committed to maintaining a welcoming, safe, and inclusive environment for every person – regardless of age, race, ethnicity, nationality, sexual orientation, gender identity and expression, religion, neurodivergence, or disability status.


Labatt Breweries of Canada is committed to fair and equitable recruiting practices. Persons with disabilities are encouraged to come forward at any stage of the recruitment process to request accommodations, if needed. Members of our team will consult and create processes that provide individuals with disabilities the best possible recruitment experience.

CONTACT US


Instagram @ labattbreweries

LinkedIn @ Labatt Breweries of Canada",Internship,Full-time,Education and Training,Beverage Manufacturing,https://ca.linkedin.com/jobs/view/brewery-intern-at-labatt-breweries-of-canada-3706420380?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=VObPw0l57WCa5nW4bfTIBQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Engineering Co-op,Cargill,"Camrose, Alberta, Canada",2023-09-03,"Want to build a stronger, more sustainable future and cultivate your career? Join Cargill's global team of 160,000 employees who are committed to safe, responsible and sustainable ways to nourish the world. This position is in Cargill’s agricultural supply chain business, where we seamlessly connect farming customers with food, feed and industry.

Engineer Co-op

All candidates must complete Cargill’s online application prior to interviewing. Below you will find a link that will direct you to complete the application for this position. To be considered for employment with Cargill, you must apply online and complete the entire application process, along with an e-signature. Please complete your application as soon as possible.

Please note, applications will be reviewed on an ongoing basis with the possibility of filling the role before the application deadline. Please submit your application as soon as possible, so it may be reviewed to be considered for the position.

Your Co-op


Our co-ops are designed to prepare you for your career journey, not a final destination. When you join our team, you are welcomed into a community committed to providing you with a safe environment to learn, grow and cultivate your skills. With our expansive learning resources, our well-respected leaders, and our carefully curated development courses, you will be equipped to confidently solve tomorrow's global issues. And, truthfully, our future relies on you. Your innovative minds, your intentional collaboration, and your sincere desire to nourish the world. Your work may be local, but at Cargill, your impact will be global. Join our community to cultivate your curiosity, develop meaningful relationships and propel your career.

Your Work

Principal Accountabilities:


Environment

The plant environment is team oriented, fast paced, and hands-on.  Cargill's environment will focus on employee engagement, inclusion, and innovation.  Students are given the opportunity to apply their skills and gain hands-on experience working on various projects from designing and upgrading current systems, to reviewing and updating plant drawings.  This job involves physical activity which generally requires a moderate amount of exertion on a fairly regular basis – involving bending, stooping, squatting, twisting, reaching, working on irregular surfaces, occasional lifting of objects weighing over 50 pounds and frequent lifting of 10-25 pounds.  The work may also involve other exertions, conditions or exposures (i.e.- heat, cold, grain dust, etc.)

Our Programming


Co-op Details


Our Benefits

No matter who you are or where you are, we have resources to meet your needs. As an co-op, you’ll have access to a wide variety of programs to support you and help you Eligible programs and incentives include:


Our Network

Your development is our priority. With our outstanding global network, you will establish relationships, acquire mentors, and build your professional contacts. Our program encourages and orchestrates networking opportunities that will benefit you now and in your future career. During the work term, you will also receive consistent support from university recruiting staff, mentors, colleagues, and your supervisor.

Our Vibrant Community

At Cargill, you will be a part of our vibrant global community with a culture that celebrates diversity. This is a reflection of the clients we serve and generates an intellectually diverse set of employees. Business Resource Groups (BRGs) help us embrace our diversity, make our culture more inclusive and enhance our employees’ outstanding talents and perspectives to benefit our organization and employees.

Job Locations






Cargill is an equal opportunity employer and committed to providing accommodation to our job applicants with disabilities.",Entry level,Internship,"Distribution, Supply Chain, and Customer Service","Food and Beverage Services, Chemical Manufacturing, and Food and Beverage Manufacturing",https://ca.linkedin.com/jobs/view/engineering-co-op-at-cargill-3710979403?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=x%2F3bkIyjE%2BbTZrsk4%2FmUtg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Automation specialist internship,Schneider Electric,"Calgary, Alberta, Canada",2023-08-16,"Schneider Electric™ creates connected technologies that reshape industries, transform cities and enrich lives. Our 144,000 employees thrive in more than 100 countries. From the simplest of switches to complex operational systems, our technology, software and services improve the way our customers manage and automate their operations. Help us deliver solutions that ensure Life Is On everywhere, for everyone and at every moment: https://www.youtube.com/watch?v=dux6kG13QWM.


: 8 to 12 months

: January 2nd, 2024




We know skills and competencies show up in many different ways and can be based on your life experience. If you do not necessarily meet all the requirements that are listed, we still encourage you to apply for the position.


We seek out and reward people for being straightforward, open, passionate, effective and challenging the status quo. We want our employees to reflect the diversity of the communities in which we operate. We welcome people as they are, creating an inclusive culture where all forms of diversity are seen as a real value for the company. We’re looking for people with a passion for success — on the job and beyond. See what our people have to say about working for Schneider Electric: https://youtu.be/6D2Av1uUrzY.



Schneider Electric is leading the digital transformation of energy management and automation. Our technologies enable the world to use energy in a safe, efficient and sustainable manner. We strive to promote a global economy that is both ecologically viable and highly productive.

€25.7bn global revenue

137 000+ employees in 100+ countries

45% of revenue from IoT

5% of revenue devoted for R&D

You must submit an online application to be considered for any position with us. This position will be posted until filled

It is the policy of Schneider Electric to provide equal employment and advancement opportunities in the areas of recruiting, hiring, training, transferring, and promoting all qualified individuals regardless of race, religion, color, gender, disability, national origin, ancestry, age, military status, sexual orientation, marital status, or any other legally protected characteristic or conduct. Concerning agencies: Schneider Electric does not accept unsolicited resumes and will not be responsible for fees related to such.",Entry level,Temporary,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing",https://ca.linkedin.com/jobs/view/automation-specialist-internship-at-schneider-electric-3696208595?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=z%2F3GKElV3TudgNSJz5aH9Q%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Marketing Intern,Aramark,"Edmonton, Alberta, Canada",2023-08-25,"Job Description

The Marketing Intern is responsible for supporting all marketing initiatives for Aramark and our Higher Education Client.

Job Responsibilities

At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.



This role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking and standing.

Education





Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.

At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law.



The people of Aramark proudly serve millions of guests every day through food, facilities, and uniform services in 19 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook , Instagram and Twitter .",Internship,Internship,Marketing and Sales,Hospitality,https://ca.linkedin.com/jobs/view/marketing-intern-at-aramark-3703495175?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=uHcV%2BPOZEeZ6kkXPH3gHxw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Operations Management Intern - Grain Handling,Cargill,"Carseland, Alberta, Canada",2023-08-18,,,,,,https://ca.linkedin.com/jobs/view/operations-management-intern-grain-handling-at-cargill-3698136816?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=AaZyGwl3l9H7dxsBnDyh0g%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Management Trainee,Cintas Canada,"Calgary, Alberta, Canada",2023-08-18,,,,,,https://ca.linkedin.com/jobs/view/management-trainee-at-cintas-canada-3678857454?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=pJwU8L5lGJ8up0uA3LHcwg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Management Trainee,Cintas Canada,"Calgary, Alberta, Canada",2023-08-16,"Requisition Number: 153240

Job Description

Cintas is offering a Management Trainee program to college graduates designed to prepare you for your professional life. We have the same goals. You want an exceptional job, and we want a dedicated employee-partner to join our team and lead our company. Cintas is currently seeking a Management Trainee to participate in an extensive, well-structured training program designed to provide a strong knowledge of all aspects of our business. The Management Trainee program combines a series of rotations in various departments and classroom seminars, with the purpose of preparing the individual for a leadership role in the area that maximizes their strengths and career advancement potential. Upon completion of the program, the Management Trainee graduate will take on a key role as a new business Sales Representative. Following one’s time in Sales, Management Trainee graduates will be eligible to apply for a position in one of several areas, including but not limited to: Outside Sales, Production/Warehouse Management, Office Management or Service Management. Driving a van/truck or personal car is required in two of the rotations. Our Management Trainee program is available nationwide.


Required



In order to comply with Provincial requirements, qualified candidates must, prior to their first day of employment

Qualified candidates must meet all requirements outlined by Provincial requirements for driving a regulated vehicle weighing more than 10,000 lbs.




Headquartered in Cincinnati, Cintas is a publicly held company traded over the Nasdaq Global Select Market under the symbol CTAS and is a component of both the Standard & Poor’s 500 Index and Nasdaq-100 Index.

Cintas Corporation helps more than 900,000 businesses of all types and sizes get READY™ to open their doors with confidence every day by providing a wide range of products and services that enhance our customers’ image and help keep their facilities and employees clean, safe and looking their best. With products and services including uniforms, mats, mops, restroom supplies, first aid and safety products, fire extinguishers and testing, and safety and compliance training, Cintas helps customers get Ready for the Workday®.

To support our growth across North America, we’re seeking driven professionals with ambition to move up within our company. Our professional culture, our dedication to our employee-partners and limitless career opportunities—these are just a few benefits we’re proud to offer. Our employee-partners know every job is critical, and that teamwork drives innovation. Let’s talk about how you’ll fit into our team and how your hard work will be recognized through competitive pay, world-class benefits and ongoing career development. Are you Ready™ for limitless opportunities at Cintas?

In accordance with applicable laws (including human rights and accessibility legislation), accommodations will be provided in all parts of the hiring process. Applicants are required to make their needs known in advance.

Service

Rental

Regular

Full Time

1st Shift",Not Applicable,Full-time,Other,Retail Office Equipment and Facilities Services,https://ca.linkedin.com/jobs/view/management-trainee-at-cintas-canada-3695144005?refId=%2BrwWY8pFpyO7IhPwRmavUg%3D%3D&trackingId=IUw5kGjaBdPt4QhhtYzk6g%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
